SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
<br>
<br>The ProNest is the smallest and lightest hammock yet from ENO.  The latest hammock from ENO is five ounces lighter than the SingleNest and even more compact but still offers the same ease and comfort that has created a following around the world.  To reduce weight, ENO used a redesigned attachment point, using custom aluminum carabiners and created for the hammock that is smaller, yet just as comfortable as any of our other hammocks.  The ProNest&rsquo;s size and weight allows users to pack more and go further wherever their adventures bring them.
<br>
<br>Features:
<br>  
<br>- High Strength Breathable Woven Nylon   
<br>- Lightweight Custom Aluminum Carabiner
<br>- High Grade Nylon Triple Interlocking Stiching  
<br>- Maximum Weight 400lbs   
<br>
<br>Specifications:
<br>
<br>- 54&rdquo; x 96&rdquo;
<br>- 9 square feet smaller than singlenest.
<br>- 4&rdquo;x 4&rdquo;x 4&rdquo; stuffed
<br>- Weight: 12.8oz","79.95","44.1","Eagles Nest Outfitters","PH001","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS55080.jpg","0.8","79.95","79.95","811201010565","","","ProNest Hammock, Forest Green -   Manufacture ID: PH001    Everything you need with less to carry.     The ProNest is the smallest and lightest hammock yet from ENO. The latest hammock from ENO is five ounces lighter than the SingleNest and even more compact but still offers the same ease and comfort that has created a following around the world. To reduce weight, ENO used a redesigned attachment ",
"GS51399","http://www.inventorysource.com/images/gs/GS51399.jpg","12V DC Electric Air Pump","13",Yes,"<b>Electric Air Pump - 12V DC</b><br>Manufacture ID: 0815<br><br>Plugs into any 12V DC outlet to fill small to medium size inflatables quickly and easily. Handy in the boat, RV or car. Comes with a 10&rsquo; (3 m) power cord with 3 valve adapters.","18.99","6.7","Coghlans","0815","Sleeping Gear","Air Pumps","http://www.inventorysource.com/images/gs/t_GS51399.jpg","0.75","0.00","18.99","056389008151","","","Electric Air Pump - 12V DC  Manufacture ID: 0815    Plugs into any 12V DC outlet to fill small to medium size inflatables quickly and easily. Handy in the boat, RV or car. Comes with a 10&rsquo; (3 m) power cord with 3 valve adapters.",
"GS51398","http://www.inventorysource.com/images/gs/GS51398.jpg","Double Action Hand Pump","8",Yes,"<b>Double Action Hand Pump - </b><br>Manufacture ID: 0824<br><br>When you need a lot of air, the Double Action Pump fills inflatables in half the time compared to single action hand pumps. Locking hose and 4 valve adapters ensure a tight fit to the 4000CC pump when filling up your air mattress, boat or other personal inflatables.","27.99","9.81","Coghlans","0824","Sleeping Gear","Air Pumps","http://www.inventorysource.com/images/gs/t_GS51398.jpg","2.3","0.00","27.99","056389008243","","","Double Action Hand Pump -   Manufacture ID: 0824    When you need a lot of air, the Double Action Pump fills inflatables in half the time compared to single action hand pumps. Locking hose and 4 valve adapters ensure a tight fit to the 4000CC pump when filling up your air mattress, boat or other personal inflatables.",
"GS51400","http://www.inventorysource.com/images/gs/GS51400.jpg","110/120V Electric Air Pump","21",Yes,"<b>Electric Air Pump - 110/120V</b><br>Manufacture ID: 0809<br><br>Fills inflatables up fast! A typical twin size air mattress can be inflated in about 1 minute. Plugs into a 110/120V outlet and comes with 3 valve adapters.","28.99","10.37","Coghlans","0809","Sleeping Gear","Air Pumps","http://www.inventorysource.com/images/gs/t_GS51400.jpg","1.6","0.00","28.99","056389008090","","","Electric Air Pump - 110/120V  Manufacture ID: 0809    Fills inflatables up fast! A typical twin size air mattress can be inflated in about 1 minute. Plugs into a 110/120V outlet and comes with 3 valve adapters.",
"GS51374","http://www.inventorysource.com/images/gs/GS51374.jpg","Emergency Blanket","250",Yes,"<b>Emergency Blanket - </b><br>Manufacture ID: 8235<br><br>A compact, lightweight blanket made from aluminized, non stretch polyester. Stays flexible in freezing temperatures. Reflects
<br>body heat back to body. Wind and waterproof.
<br>
<br>Specifications:
<br>
<br>- Size: 52&rdquo; x 82.5&rdquo; (132 x 210 cm) 
<br>- Weight: 1.5 oz. (42.5 g)","4.99","0.98","Coghlans","8235","Sleeping Gear","Blankets","http://www.inventorysource.com/images/gs/t_GS51374.jpg","0.15","0.00","4.99","056389082359","","","Emergency Blanket -   Manufacture ID: 8235    A compact, lightweight blanket made from aluminized, non stretch polyester. Stays flexible in freezing temperatures. Reflects  body heat back to body. Wind and waterproof.    Specifications:    - Size: 52&rdquo; x 82.5&rdquo; (132 x 210 cm)   - Weight: 1.5 oz. (42.5 g)",
"GS51338","http://www.inventorysource.com/images/gs/GS51338.jpg","Silk Sleep Sack, Double","26",Yes,"<b>Sleep Sack - Navy Silk Sleep Sack, Double</b><br>Manufacture ID: S3-DBL<br><br>The Double Silk Sleep Sack helps add 10-12 degrees to your sleeping bag keeping you warm on chilly nights. The double size lets you snuggle up where ever you are. It's ideal for couples to use as a stand-alone sleeping sack when a blanket is to heavy or where a light weight cover is needed, anywhere you sleep. Silk is a natural and breathable material and provides a luxurious and comfortable sleeping environment. 
<br>
<br>Features:
<br>
<br>- 100% silk 
<br>- Waterproof stuff sack included 
<br>- Color: Navy blue 
<br>- Pillow compartment included 
<br>- Side / top entrance 
<br>- Use in any style sleeping bag 
<br>- Ties included on each side for a snug fit 
<br>
<br>Specifications:
<br>
<br>- Holds: Two
<br>- Weight: 9 ounces
<br>- Dimensions: 84"" x 68""
<br>- Attached stuff sack: 5"" x 4""
<br>- Color: Navy Blue","79.99","40.0","Grand Trunk","S3-DBL","Sleeping Gear","Blankets","http://www.inventorysource.com/images/gs/t_GS51338.jpg","0.5","69.99","79.99","892902000161","","","Sleep Sack - Navy Silk Sleep Sack, Double  Manufacture ID: S3-DBL    The Double Silk Sleep Sack helps add 10-12 degrees to your sleeping bag keeping you warm on chilly nights. The double size lets you snuggle up where ever you are. It's ideal for couples to use as a stand-alone sleeping sack when a blanket is to heavy or where a light weight cover is needed, anywhere you sleep. Silk is a natural a",
"GS51334","http://www.inventorysource.com/images/gs/GS51334.jpg","Ultralight Hammock, Hawaiian Red","0",Yes,"<b>Ultralight Hammock - Hawaiian, Red</b><br>Manufacture ID: HH-02<br><br>Now you can travel in style as if you have just come from the Big Island. The Hawaiian Ultra Light Hammock fast and easy. It packs down to a mere 12 oz and offers a comfortable and portable sleeping solution, as well as a place to rest your tired feet for a few minutes on the trail. Comes complete with everything you need to use and sets up in less than a minute. Can be used with a sleeping pad to help create the ultimate off the ground lightweight solution. Holds 250 lbs. 
<br>
<br>Features:
<br>
<br>- 100% Polyester Taffeta
<br>- Attached S-hooks for easy hanging 
<br>- Attached stuff sack 
<br>- 250 lbs. capacity &mdash; lab tested and certified 
<br>- Quick-dry nylon 
<br>- Mildew resistant 
<br>- Easy to hang 
<br>
<br>Specifications:
<br>
<br>- Weight: 12 oz  
<br>- Dimensions: 9' 6"" x 4' 6"" ft.  
<br>- Capacity: 250 lbs  
<br>- Color:  Red","29.99","15.0","Grand Trunk","HH-02","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS51334.jpg","1.05","24.99","29.99","892902000208","","","Ultralight Hammock - Hawaiian, Red  Manufacture ID: HH-02    Now you can travel in style as if you have just come from the Big Island. The Hawaiian Ultra Light Hammock fast and easy. It packs down to a mere 12 oz and offers a comfortable and portable sleeping solution, as well as a place to rest your tired feet for a few minutes on the trail. Comes complete with everything you need to use and sets",
"GS51333","http://www.inventorysource.com/images/gs/GS51333.jpg","Ultralight Hammock, Hawaiian Blue","3",Yes,"<b>Ultralight Hammock - Hawaiian, Blue</b><br>Manufacture ID: HH-01<br><br>Now you can travel in style as if you have just come from the Big Island. The Hawaiian Ultra Light Hammock fast and easy. It packs down to a mere 12 oz and offers a comfortable and portable sleeping solution, as well as a place to rest your tired feet for a few minutes on the trail. Comes complete with everything you need to use and sets up in less than a minute. Can be used with a sleeping pad to help create the ultimate off the ground lightweight solution. Holds 250 lbs. 
<br>
<br>Features:
<br>
<br>- 100% Polyester Taffeta
<br>- Attached S-hooks for easy hanging 
<br>- Attached stuff sack 
<br>- 250 lbs. capacity &mdash; lab tested and certified 
<br>- Quick-dry nylon 
<br>- Mildew resistant 
<br>- Easy to hang 
<br>
<br>Specifications:
<br>
<br>- Weight: 12 oz  
<br>- Dimensions: 9' 6"" x 4' 6"" ft.  
<br>- Capacity: 250 lbs  
<br>- Color:  Blue","29.99","15.0","Grand Trunk","HH-01","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS51333.jpg","1.05","24.99","29.99","892902000185","","","Ultralight Hammock - Hawaiian, Blue  Manufacture ID: HH-01    Now you can travel in style as if you have just come from the Big Island. The Hawaiian Ultra Light Hammock fast and easy. It packs down to a mere 12 oz and offers a comfortable and portable sleeping solution, as well as a place to rest your tired feet for a few minutes on the trail. Comes complete with everything you need to use and set",
"GS51306","http://www.inventorysource.com/images/gs/GS51306.jpg","Mosquito Net, Single","105",Yes,"<b>Mosquito Net, Single - </b><br>Manufacture ID: 705<br><br>Protect yourself from West Nile Virus carrying mosquito&rsquo;s. Made of durable mildew resistant polyethylene material. No-See-Um size netting keeps out even the smallest biting creatures. Completely covers sleeping bag and cot for a care-free nights sleep. Top ring can be easily hung from any tree branch. Comes in single and double widths Each with laminated color hang tag.","21.0","9.19","Stansport","705","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS51306.jpg","0.4","0.00","21.00","011319594654","","","Mosquito Net, Single -   Manufacture ID: 705    Protect yourself from West Nile Virus carrying mosquito&rsquo;s. Made of durable mildew resistant polyethylene material. No-See-Um size netting keeps out even the smallest biting creatures. Completely covers sleeping bag and cot for a care-free nights sleep. Top ring can be easily hung from any tree branch. Comes in single and double widths Each with",
"GS51341","http://www.inventorysource.com/images/gs/GS51341.jpg","Silk Sleep Sack, Pink","6",Yes,"<b>Sleep Sack - Pink Silk Sleep Sack, Single</b><br>Manufacture ID: TPC-S3<br><br>The Silk Sleep Sack helps add 10-12 degrees to your sleeping bag keeping you warm on chilly nights. Plus it's ideal for use as a stand-alone sleepi sack when staying in hotels, hostels or anywhere you sleep. Silk is a natural and breathable material and provides a luxurious and comfortable sleeping environment. 
<br>
<br>Features:
<br>
<br>- Weights only 5 ounces
<br>- 100% silk 
<br>- Waterproof stuff sack included 
<br>- Pillow compartment included 
<br>- Side / top entrance 
<br>- Use in any style sleeping bag 
<br>- Ties included on each side for a snug fit 
<br>
<br>Specifications:
<br>
<br>- Holds: One
<br>- Weight: 5 ounces
<br>- Dimensions: 84""&rsquo; x 36""
<br>- Attached stuff sack: 5"": x 4""
<br>- Color: Pink","49.99","30.0","Grand Trunk","TPC-S3","Sleeping Gear","Blankets","http://www.inventorysource.com/images/gs/t_GS51341.jpg","0.3","44.99","49.99","892902000505","","","Sleep Sack - Pink Silk Sleep Sack, Single  Manufacture ID: TPC-S3    The Silk Sleep Sack helps add 10-12 degrees to your sleeping bag keeping you warm on chilly nights. Plus it's ideal for use as a stand-alone sleepi sack when staying in hotels, hostels or anywhere you sleep. Silk is a natural and breathable material and provides a luxurious and comfortable sleeping environment.     Features:    -",
"GS51433","http://www.inventorysource.com/images/gs/GS51433.jpg","Sandstone 30 ","4",Yes,"<b>Sandstone - 30 degrees</b><br>Manufacture ID: 2631160<br><br>The Sandstone 30 degree is sweet and simple.  Midweight E!Loft insulation ensures a warm night's sleep.  Traditional sleeping bag design, but so much better!
<br>
<br>Features:
<br>
<br>- Warm
<br>- Single layer quilt construction 
<br>- Rectangular cut 
<br>- Draft tube 
<br>- Comfortable
<br>- Polyester taffeta liner 
<br>- Tough
<br>- Polyester taffeta shell 
<br>- #5, 2-way, self-repairing zipper 
<br>- Stuff sack included 
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right 
<br>- Insulation:  E!Loft 
<br>- Temp Rating:  30&#xB0; F 
<br>- Size:   80&rdquo; x 33&rdquo; 
<br>- Fill Weight:   3 lbs.  
<br>- Carry Weight:   3 lbs. 15 oz.","54.99","30.41","Eureka!","2631160","Sleeping Gear","Rectangular Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS51433.jpg","5.9","0.00","54.99","083826311604","","","Sandstone - 30 degrees  Manufacture ID: 2631160    The Sandstone 30 degree is sweet and simple. Midweight E!Loft insulation ensures a warm night's sleep. Traditional sleeping bag design, but so much better!    Features:    - Warm  - Single layer quilt construction   - Rectangular cut   - Draft tube   - Comfortable  - Polyester taffeta liner   - Tough  - Polyester taffeta shell   - #5, 2-way, self-",
"GS51435","http://www.inventorysource.com/images/gs/GS51435.jpg","Sandstone 45 ","12",Yes,"<b>Sandstone - 45 degrees</b><br>Manufacture ID: 2631180<br><br>The Sandstone 45 is a great on-the-go choice for car and cabin camping and outdoor excursions in temperate conditions.
<br>
<br>Features:
<br>
<br>- Warm
<br>- Single layer quilt construction 
<br>- Rectangular cut 
<br>- Draft tube 
<br>- Comfortable
<br>- Polyester taffeta liner 
<br>- Tough
<br>- Polyester taffeta shell 
<br>- #5, 2-way, self-repairing zipper 
<br>- Stuff sack included 
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right 
<br>- Insulation:  E!Loft 
<br>- Temp Rating:  45&#xB0; F 
<br>- Size:  80&rdquo; x 33&rdquo; 
<br>- Fill Weight:  2 lbs. 
<br>- Carry Weight:  3 lbs.","44.99","23.65","Eureka!","2631180","Sleeping Gear","Rectangular Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS51435.jpg","4.6","0.00","44.99","083826311802","","","Sandstone - 45 degrees  Manufacture ID: 2631180    The Sandstone 45 is a great on-the-go choice for car and cabin camping and outdoor excursions in temperate conditions.    Features:    - Warm  - Single layer quilt construction   - Rectangular cut   - Draft tube   - Comfortable  - Polyester taffeta liner   - Tough  - Polyester taffeta shell   - #5, 2-way, self-repairing zipper   - Stuff sack inclu",
"GS51342","http://www.inventorysource.com/images/gs/GS51342.jpg","Single Parachute Hammock, Pink","9",Yes,"<b>Single Parachute Hammock - Pink Single Parachute Hammock</b><br>Manufacture ID: TPC-SH<br><br>The grandfather of hammocks!  Weighs in at 1lb and provides the ultimate comfort in portable hammocks.  At over 10 feet long and 5 feet wide our SH is the portable hammock you&rsquo;ve been looking for.  No other single parachute nylon hammock offers the same amount of bed space as The Travel Hammock. Comes complete with everything you need to use and sets up in less than a minute. Holds up to 400 lbs, making the SH one of the biggest, softest and strongest hammocks we offer.             
<br>
<br>Features:
<br>
<br>- Hi-strength parachute nylon silk
<br>- Stainless steel S-hooks for easy hanging
<br>- 3x stitching on all weight bearing points
<br>- Attached stuff sack
<br>- 400 lbs.capacity &mdash; lab tested and certified
<br>- Mildew resistant
<br>- Quick-dry nylon
<br>- Easy to hang","49.99","28.0","Grand Trunk","TPC-SH","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS51342.jpg","0.85","44.99","49.99","892902000512","","","Single Parachute Hammock - Pink Single Parachute Hammock  Manufacture ID: TPC-SH    The grandfather of hammocks! Weighs in at 1lb and provides the ultimate comfort in portable hammocks. At over 10 feet long and 5 feet wide our SH is the portable hammock you&rsquo;ve been looking for. No other single parachute nylon hammock offers the same amount of bed space as The Travel Hammock. Comes complete w",
"GS51497","http://www.inventorysource.com/images/gs/GS51497.jpg","Insta-Bed w/Battery Pump, Queen","3",Yes,"<b>Queen Insta-Bed - </b><br>Manufacture ID: 822503<br><br>Specifications:
<br>
<br>- Model#:  822503 
<br>- Dimensions:  80"" x 60"" x 9"" (inflated)  
<br>- Built-in battery operated pump  
<br>- Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469  
<br>- Queen size bed inflates in 90 seconds  
<br>- Operates on 4 ""D"" cell batteries (batteries not included) 
<br>- Includes Comfort Adjust Pump&trade; for customized firmness 
<br>- Pump reverses for full and fast deflation 
<br>- Flocked-top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset  
<br>- Patented Design  
<br>- Color:  Blue","76.95","41.0","Wenzel","822503","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51497.jpg","9.95","0.00","76.95","047297225037","","","Queen Insta-Bed -   Manufacture ID: 822503    Specifications:    - Model#: 822503   - Dimensions: 80"" x 60"" x 9"" (inflated)   - Built-in battery operated pump   - Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469   - Queen size bed inflates in 90 seconds   - Operates on 4 ""D"" cell batteries (batteries not included)   - Includes Comfort Adjust Pump&trade; fo",
"GS51496","http://www.inventorysource.com/images/gs/GS51496.jpg","22"" Raised SureGrip w/AC, Queen","0",Yes,"<b>Queen Raised Air bed - </b><br>Manufacture ID: 822547<br><br>Specifications:
<br>
<br>- Model#:  822547 
<br>- Dimensions:  80"" x 60"" x 22"" (queen)  
<br>- Patent No. 6,793,469, Patent No. 6,679,686B2, Multiple patents pending 
<br>- Integrated AC pump for easy inflation and deflation 
<br>- Raised height makes it feel like a ""regular"" bed 
<br>- Stable, firm comfortable feel 
<br>- Unique underside design grips floor and keeps bed from sliding  
<br>- Flocked top keeps bedding in place 
<br>- I-beam construction for sleeping comfort 
<br>- Convenient carry/storage bag included  
<br>- Color:  Olive","150.95","87.7","Wenzel","822547","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51496.jpg","24.7","0.00","150.95","047297225471","","","Queen Raised Air bed -   Manufacture ID: 822547    Specifications:    - Model#: 822547   - Dimensions: 80"" x 60"" x 22"" (queen)   - Patent No. 6,793,469, Patent No. 6,679,686B2, Multiple patents pending   - Integrated AC pump for easy inflation and deflation   - Raised height makes it feel like a ""regular"" bed   - Stable, firm comfortable feel   - Unique underside design grips floor and keeps bed f",
"GS51498","http://www.inventorysource.com/images/gs/GS51498.jpg","Insta-Bed w/Battery Pump Full","6",Yes,"<b>Full Insta-Bed - </b><br>Manufacture ID: 822502<br><br>Specifications:
<br>
<br>- Model#:  822502 
<br>- Dimensions:  74"" x 54"" x 9"" (inflated)  
<br>- Built-in battery operated pump 
<br>- Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469  
<br>- Queen size bed inflates in 90 seconds  
<br>- Operates on 4 ""D"" cell batteries (batteries not included) 
<br>- Includes Comfort Adjust Pump&trade; for customized firmness 
<br>- Pump reverses for full and fast deflation 
<br>- Flocked-top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset  
<br>- Patented Design  
<br>- Color:  Blue","68.95","38.31","Wenzel","822502","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51498.jpg","8.5","0.00","68.95","047297225020","","","Full Insta-Bed -   Manufacture ID: 822502    Specifications:    - Model#: 822502   - Dimensions: 74"" x 54"" x 9"" (inflated)   - Built-in battery operated pump   - Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469   - Queen size bed inflates in 90 seconds   - Operates on 4 ""D"" cell batteries (batteries not included)   - Includes Comfort Adjust Pump&trade; for",
"GS51474","http://www.inventorysource.com/images/gs/GS51474.jpg","Wildlife","12",Yes,"<b>Wildlife sleeping bag - </b><br>Manufacture ID: 49178<br><br>The Wenzel Wildlife sleeping bag offers you an oversized design with non-allergenic Insul-Therm polyester insulation, a quilt-thru construction, and a self-repairing zipper. 
<br>
<br>Specifications:
<br>
<br>- Model#:  49178 
<br>- Size:  38"" x 79"" 
<br>- Fill:  Insul-Therm&trade; 
<br>- Fill Weight:  6 lbs. 
<br>- Outer:  polyester 
<br>- Liner:  peached poly pongee 
<br>- Storage:  2 elastic straps 
<br>- Factory pack:  zip barrel, 4/master 
<br>
<br>Features:
<br>
<br>- Personal storage pocket 
<br>- Quilt thru construction 
<br>- Filled with non-allergenic Insul-Therm polyester 
<br>- Self-repairing zipper","56.95","30.24","Wenzel","49178","Sleeping Gear","Rectangular Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS51474.jpg","7.55","0.00","56.95","047297491784","","","Wildlife sleeping bag -   Manufacture ID: 49178    The Wenzel Wildlife sleeping bag offers you an oversized design with non-allergenic Insul-Therm polyester insulation, a quilt-thru construction, and a self-repairing zipper.     Specifications:    - Model#: 49178   - Size: 38"" x 79""   - Fill: Insul-Therm&trade;   - Fill Weight: 6 lbs.   - Outer: polyester   - Liner: peached poly pongee   - Storage",
"GS51492","http://www.inventorysource.com/images/gs/GS51492.jpg","Insta-Bed w/SPS Pump, Queen","14",Yes,"<b>Queen Insta-Bed - </b><br>Manufacture ID: 822317<br><br>Specifications:
<br>
<br>- Model#:  822317 
<br>- Dimensions:  80"" x 60"" x 9"" (inflated)  
<br>- Built-in Comfort Adjust Pump for customized firmness  
<br>- Patent#:  5,827,052 
<br>- Flocked-Top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset  
<br>- Dual valve system  
<br>- Color:  Green","47.95","28.22","Wenzel","822317","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51492.jpg","10.75","0.00","47.95","047297223170","","","Queen Insta-Bed -   Manufacture ID: 822317    Specifications:    - Model#: 822317   - Dimensions: 80"" x 60"" x 9"" (inflated)   - Built-in Comfort Adjust Pump for customized firmness   - Patent#: 5,827,052   - Flocked-Top keeps bedding in place   - Standard coils   - Extra thick 9"" gusset   - Dual valve system   - Color: Green",
"GS51468","http://www.inventorysource.com/images/gs/GS51468.jpg","Insta-Bed w/SPS Pump, Twin","6",Yes,"<b>Twin Insta-Bed - </b><br>Manufacture ID: 822315<br><br>Specifications:
<br>
<br>- Model#:  822315 
<br>- Dimensions:  74"" x 39"" x 9"" (inflated)  
<br>- Built-in Comfort Adjust Pump for customized firmness  
<br>- Patent#:  5,827,052 
<br>- Flocked-Top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset  
<br>- Dual valve system  
<br>- Color:  Green","32.95","19.15","Wenzel","822315","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51468.jpg","7.85","0.00","32.95","047297223156","","","Twin Insta-Bed -   Manufacture ID: 822315    Specifications:    - Model#: 822315   - Dimensions: 74"" x 39"" x 9"" (inflated)   - Built-in Comfort Adjust Pump for customized firmness   - Patent#: 5,827,052   - Flocked-Top keeps bedding in place   - Standard coils   - Extra thick 9"" gusset   - Dual valve system   - Color: Green",
"GS51495","http://www.inventorysource.com/images/gs/GS51495.jpg","Graz II 40  Rectangular","16",Yes,"<b>Graz II Rectangular 40 degree sleeping bag - </b><br>Manufacture ID: SG11011<br><br>Graz II 40&#xB0; Rectangular Sleeping Bag
<br>
<br>Specifications:
<br>
<br>- Type:  Rectangular 
<br>- Size:  33&rdquo; x 77&rdquo;
<br>- Temperature Rating:  40&#xB0;F
<br>
<br>Features:
<br>
<br>- Filled with 3 lbs. Non-allergenic Swiss-Therm polyester 
<br>- High count polyester outer shell 
<br>- Polyester cotton percale liner 
<br>- Quilt through construction 
<br>- Self-repairing coil zipper 
<br>- Sleep bag fits into duffel bag for easy transport and storage 
<br>- MP3 Player pocket","48.95","25.81","SwissGear","SG11011","Sleeping Gear","Rectangular Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS51495.jpg","5.65","0.00","48.95","047297110111","","","Graz II Rectangular 40 degree sleeping bag -   Manufacture ID: SG11011    Graz II 40&#xB0; Rectangular Sleeping Bag    Specifications:    - Type: Rectangular   - Size: 33&rdquo; x 77&rdquo;  - Temperature Rating: 40&#xB0;F    Features:    - Filled with 3 lbs. Non-allergenic Swiss-Therm polyester   - High count polyester outer shell   - Polyester cotton percale liner   - Quilt through construction ",
"GS51472","http://www.inventorysource.com/images/gs/GS51472.jpg","Pillow 12"" x 20"" Omega II Poly","15",Yes,"<b>Omega II Poly pillow - </b><br>Manufacture ID: 49704<br><br>Travel Pillow
<br>
<br>Specifications:
<br>
<br>- Size:  12"" x 20"" 
<br>- Fill:  Omega II polyester 
<br>- Fill Weight:  8 oz. 
<br>- Outer:  Flannel/polyester 
<br>- Factory pack:  12/display 
<br>- Storage sack included
<br>- Comes in assortment of colors","9.95","3.7","Wenzel","49704","Sleeping Gear","Pillows","http://www.inventorysource.com/images/gs/t_GS51472.jpg","0.65","0.00","9.95","047297497045","","","Omega II Poly pillow -   Manufacture ID: 49704    Travel Pillow    Specifications:    - Size: 12"" x 20""   - Fill: Omega II polyester   - Fill Weight: 8 oz.   - Outer: Flannel/polyester   - Factory pack: 12/display   - Storage sack included  - Comes in assortment of colors",
"GS51490","http://www.inventorysource.com/images/gs/GS51490.jpg","Insta-Bed w/SPS Pump, Full","19",Yes,"<b>Full Insta-Bed - </b><br>Manufacture ID: 822316<br><br>Specifications:
<br>
<br>- Model#:  822316 
<br>- Dimensions:  74"" x 54"" x 9"" (inflated)  
<br>- Built-in Comfort Adjust Pump for customized firmness  
<br>- Patent#:  5,827,052 
<br>- Flocked-Top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset 
<br>- Dual valve system 
<br>- Color:  Green","41.95","24.86","Wenzel","822316","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51490.jpg","9.4","0.00","41.95","047297223163","","","Full Insta-Bed -   Manufacture ID: 822316    Specifications:    - Model#: 822316   - Dimensions: 74"" x 54"" x 9"" (inflated)   - Built-in Comfort Adjust Pump for customized firmness   - Patent#: 5,827,052   - Flocked-Top keeps bedding in place   - Standard coils   - Extra thick 9"" gusset   - Dual valve system   - Color: Green",
"GS51475","http://www.inventorysource.com/images/gs/GS51475.jpg","Insta-Bed w/Battery Pump, Twin","5",Yes,"<b>Twin Insta-Bed - </b><br>Manufacture ID: 822501<br><br>Specifications:
<br>
<br>- Model#:  822501 
<br>- Dimensions:  74"" x 39"" x 9"" (inflated)  
<br>- Built-in battery operated pump 
<br>- Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469  
<br>- Queen size bed inflates in 90 seconds  
<br>- Operates on 4 ""D"" cell batteries (batteries not included) 
<br>- Includes Comfort Adjust Pump&trade; for customized firmness 
<br>- Pump reverses for full and fast deflation 
<br>- Flocked-top keeps bedding in place 
<br>- Standard coils 
<br>- Extra thick 9"" gusset  
<br>- Patented Design  
<br>- Color:  Blue","60.95","33.6","Wenzel","822501","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS51475.jpg","6.95","0.00","60.95","047297225013","","","Twin Insta-Bed -   Manufacture ID: 822501    Specifications:    - Model#: 822501   - Dimensions: 74"" x 39"" x 9"" (inflated)   - Built-in battery operated pump   - Patent No. 5,827,052, Patent No. 6,332,760B1, Patent No. 6,772,306B1, Patent No. 6,793,469   - Queen size bed inflates in 90 seconds   - Operates on 4 ""D"" cell batteries (batteries not included)   - Includes Comfort Adjust Pump&trade; for",
"GS51337","http://www.inventorysource.com/images/gs/GS51337.jpg","Roatan Woven Hammock, Rainbow","0",Yes,"<b>Roatan Woven Hammock - Rainbow Roatan Woven Hammock</b><br>Manufacture ID: RH-02<br><br>Fall asleep comfortably in your Roatan Hammock while dreaming about the tropics. The extra large body of the hammock and wonderful soft cotton material make this one of the most relaxing styles of hammock available. No hassle set up and convenient stuff sack for easy transportation. .
<br>
<br>Specifications:
<br>
<br>Size:  95&rdquo;x61&rdquo;
<br>Weight:  3.2 lbs
<br>Material:  Cotton
<br>Capacity:  450 lbs
